cidade;ano;vivos;perinatais;maformacao;respiratorio;infecparasit
3535408;2019;186;2;0;0;0
3535507;2019;486;3;1;1;0
3535606;2019;177;0;0;0;1
3535705;2019;64;0;;;
3535804;2019;261;3;0;0;0
3535903;2019;50;0;;;
3536000;2019;99;0;0;1;0
3536109;2019;96;1;1;0;0
3536208;2019;269;6;0;1;0
3536257;2019;30;1;0;0;0
3536307;2019;189;0;;;
3536406;2019;108;1;0;0;0
3536505;2019;1521;17;6;0;0
3536570;2019;23;0;;;
3536604;2019;75;0;;;
3536703;2019;546;2;2;0;0
3536802;2019;77;1;0;0;0
3536901;2019;19;0;;;
3537008;2019;208;0;1;0;0
3537107;2019;501;2;1;0;0
3537156;2019;32;0;;;
3537206;2019;76;0;;;
3537305;2019;749;4;0;1;0
3537404;2019;276;2;2;0;1
3537503;2019;100;2;1;0;0
3537602;2019;950;10;1;1;0
3537701;2019;60;2;0;0;0
3537800;2019;684;3;1;0;1
3537909;2019;413;3;1;0;0
3538006;2019;2233;10;9;1;0
3538105;2019;129;0;;;
3538204;2019;166;0;;;
3538303;2019;28;0;;;
3538501;2019;131;1;0;0;0
3538600;2019;329;3;0;0;1
3538709;2019;4886;29;18;0;0
3538808;2019;352;4;1;0;1
3538907;2019;258;3;3;0;1
3539004;2019;135;0;1;0;0
3539103;2019;265;3;1;0;0
3539202;2019;328;1;1;0;0
3539301;2019;863;3;0;0;1
3539400;2019;168;1;0;0;0
3539509;2019;468;3;2;0;0
3539608;2019;54;0;;;
3539707;2019;37;0;;;
3539806;2019;1572;8;6;1;0
3539905;2019;65;0;1;0;0
3540002;2019;224;4;0;0;0
3540101;2019;29;0;;;
3540200;2019;527;6;1;0;0
3540259;2019;51;1;0;0;0
3540309;2019;35;0;;;
3540408;2019;47;1;1;0;0
3540507;2019;95;0;;;
3540606;2019;696;12;1;0;0
3540705;2019;550;0;;;
3540754;2019;231;0;1;0;0
3540804;2019;228;1;0;0;0
3540853;2019;8;0;;;
3540903;2019;215;4;1;0;0
3541000;2019;4223;35;19;3;5
3541059;2019;76;0;;;
3541109;2019;38;0;;;
3541208;2019;115;0;1;0;0
3541307;2019;450;2;0;0;0
3541406;2019;2763;18;6;1;2
3541505;2019;348;1;0;0;0
3541604;2019;423;2;0;0;1
3541653;2019;42;0;;;
3541703;2019;186;0;1;0;0
3541802;2019;48;1;0;0;0
3541901;2019;113;2;1;0;0
3542008;2019;89;2;0;0;0
3542107;2019;121;0;1;0;0
3542206;2019;362;6;0;0;0
3542305;2019;51;0;;;
3542404;2019;221;2;0;0;0
3542503;2019;56;1;0;0;0
3542602;2019;865;6;4;0;0
3542701;2019;92;1;1;0;0
3542800;2019;40;0;;;
3542909;2019;158;1;0;0;0
3543006;2019;318;2;1;0;0
3543105;2019;84;2;0;0;0
3543204;2019;54;0;;;
3543238;2019;20;0;;;
3543253;2019;99;3;0;0;0
3543303;2019;1362;9;10;0;1
3543402;2019;8151;42;29;2;2
3543501;2019;84;1;0;0;0
3543600;2019;56;0;;;
3543709;2019;106;1;0;0;0
3543808;2019;96;0;;;
3543907;2019;2488;15;3;0;1
3544004;2019;414;2;0;0;0
3544103;2019;544;2;1;0;0
3544202;2019;117;0;0;1;0
3544251;2019;197;0;;;
3544301;2019;154;1;0;0;1
3544400;2019;24;0;0;1;0
3544509;2019;27;0;;;
3544608;2019;56;0;;;
3544707;2019;27;0;;;
3544806;2019;55;0;1;0;0
3544905;2019;119;0;;;
3545001;2019;215;0;;;
3545100;2019;76;0;0;0;0
3545159;2019;96;1;0;0;0
3545209;2019;1674;12;6;0;1
3545308;2019;504;2;0;0;1
3545407;2019;92;1;1;0;0
3545506;2019;49;0;;;
3545605;2019;151;0;;;
3545704;2019;81;2;0;0;0
3545803;2019;2163;17;10;0;0
3546009;2019;152;0;;;
3546108;2019;30;0;;;
3546207;2019;24;0;;;
3546256;2019;15;0;0;0;1
3546306;2019;363;4;0;0;0
3546405;2019;605;2;2;0;0
3546504;2019;68;3;0;0;0
